CASE_STATUS,JOB_TITLE,FULL_TIME_POSITION,EMPLOYER_NAME,EMPLOYER_STATE,WORKSITE_CITY_1,PREVAILING_WAGE_1,YEAR,
DENIED,SOFTWARE DEVELOPER,Y,SMARTADVOCATE LLC,NY,PORT WASHINGTON,66061,2015,
DENIED,"ASSOCIATE DIRECTOR, ETF TRADER",Y,UBS SECURITIES LLC,NY,NEW YORK,85500,2015,
DENIED,PROGRAMMER ANALYST,Y,ERP AND ERP CORP,PA,FORT WASHINGTON,59280,2015,
DENIED,TECHNICAL DESIGNER,Y,STUDIO RAY LLC,NY,NEW YORK,100173,2015,
DENIED,HYPERION MANAGEMENT ANALYST III,Y,"EDGEWATER TECHNOLOGY - RANZAL, INC.",OH,CLEVELAND,82576,2015,
DENIED,BUSINESS ANALYST,Y,"HIGHPOINT SOLUTIONS, LLC",NY,NEW YORK,96700,2015,
DENIED,DATABASE ANALYST/PROGRAMMER SENIOR,Y,UNIVERSITY OF MICHIGAN,MI,ANN ARBOR,33987,2015,
DENIED,MARKETING/OPERATIONS COORDINATOR,Y,BIG BLOCK MEDIA HOLDINGS LLC,NY,BROOKLYN,44637,2015,
DENIED,COMPUTER SYSTEMS ANALYST,Y,"MATRIX TECHNOLOGIES, INC.",OH,MAUMEE,75733,2015,
DENIED,APPLICATIONS DEVELOPER,Y,CGI TECHNOLOGIES AND SOLUTIONS INC.,NY,ALBANY,83013,2015,
DENIED,BUSINESS ANALYST,Y,POPULUS GROUP,NY,NEW YORK,82638.4,2015,
DENIED,BUSINESS ANALYST,Y,INCREDIBLE SOLUTIONS INC.,MI,DETROIT,66747,2015,
DENIED,MEDICAL RESIDENT PGY-1,Y,STATE UNIVERSITY OF NEW YORK AT BUFFALO,NY,BUFFALO,33778,2015,
DENIED,STRUCTUAL ENGINEER,Y,"LINDE ENGINEERING NORTH AMERICA, INC.",PA,BLUE BELL,72842,2015,
DENIED,COMPUTER PROGRAMMER,N,"INNOTECH MEDIA, INC.",NY,FLUSHING,56825.6,2015,
DENIED,ACCOUNT MARKETING RESEARCH,N,JAMES FRIZZELL AGENCY,MI,CADILLAC,17056,2015,
DENIED,SENIOR BUSINESS PROCESS ANALYST,Y,"ZS ASSOCIATES, INC.",IL,EVANSTON,79643,2015,
DENIED,LEAD JAVA DEVELOPER,Y,"SCHOENECKERS, INC.",MN,MINNEAPOLIS,97100,2015,
DENIED,PEOPLESOFT HCM ANALYST,Y,"SELECT SOURCE INTERNATIONAL, INC.",MN,MINNEAPOLIS,172968640,2015,
DENIED,PROGRAMMER ANALYST,Y,"CYBER KORP, INC",IL,NORTH BROOK,62754,2015,
DENIED,INTERVENTIONAL CARDIOLOGIST,Y,BUTLER MEDICAL PROVIDERS,PA,NEW CASTLE,227178,2015,
DENIED,SENIOR CONSULTANT,Y,CAPGEMINI FINANCIAL SERVICES USA INC,OH,MAYFIELD,58781,2015,
DENIED,SOFTWARE DEVELOPER,Y,WEB TRIANGLE LLC,NY,NEW YORK,73445,2015,
DENIED,LEAD JAVA DEVELOPER,Y,"SCHOENECKERS, INC.",MN,MINNEAPOLIS,97100,2015,
DENIED,PROGRAMMER ANALYST,Y,"3I INFOTECH, INC.",NY,NEW YORK,73923,2015,
DENIED,INTERVENTIONAL CARDIOLOGIST,Y,BUTLER MEDICAL PROVIDERS,PA,BUTLER,235581,2015,
DENIED,TEST ENGINEER,Y,IBM INDIA PRIVATE LIMITED,NY,ROCHESTER,45822,2015,
DENIED,PROGRAMMER ANALYST,Y,"3I INFOTECH, INC.",NY,NEW YORK,56826,2015,
DENIED,PROGRAMMER ANALYST,Y,TAKE ENTERPRISE SOLUTIONS,OH,COLUMBUS,50419,2015,
DENIED,INTERVENTIONAL CARDIOLOGIST,Y,BUTLER MEDICAL PROVIDERS,PA,GROVE CITY,206544,2015,
DENIED,TECHNICAL LEAD,Y,KPIT INFOSYSTEMS INC.,IL,MOLINE,68494,2015,
DENIED,PROGRAMMER ANALYST,Y,FINSOFT CONSULTANTS INC.,IL,VERNON HILLS,70595,2015,
DENIED,SUBJECT MATTER EXPERT,Y,IBM INDIA PRIVATE LIMITED,OH,WEST CHESTER,59800,2015,
DENIED,ERS SENIOR CONSULTANT,Y,DELOITTE & TOUCHE LLP,PA,PHILADELPHIA,75899,2015,
DENIED,ENGINEERING CHANGE SPECIALIST,Y,"LHP SOFTWARE, LLC",WI,STOUGHTON,59155,2015,
DENIED,PEOPLESOFT HCM ANALYST,Y,"SELECT SOURCE INTERNATIONAL, INC.",MN,MINNEAPOLIS,172968640,2015,
DENIED,ASSOCIATE,Y,THE BLACKSTONE GROUP,NY,NEW YORK,95576,2015,
DENIED,PHARMACIST,Y,FOOD VALUE & PHARMACY CORP,MI,SAGINAW,99195.2,2015,
DENIED,PUBLIC RELATIONS SPECIALIST,Y,"VERNON & ASSOCTES, P.C.",NY,JAMAICA,85987,2015,
DENIED,SENIOR ADVISORY CONSULTANT – SAP BI,Y,IBM INDIA PRIVATE LIMITED,IL,WARRENVILLE,62754,2015,
DENIED,STAFF CONSULTANT-JAVA DEVELOPER,Y,"INFORMATION CONTROL COMPANY, LLC",OH,COLUMBUS,67371,2015,
DENIED,INTERNATIONAL TECHNICAL SALES MANAGER / DEVELOPMENT ENGINEER,Y,THE HILLIARD CORPORATION,NY,ELMIRA,76690,2015,
DENIED,SOFTWARE ENGINEER,Y,"ESOURCE TECHNOLOGY, LLC",PA,MOON TOWNSHIP,69493,2015,
DENIED,OPERATIONS ANALYST,Y,LIGHT UP TOYS.COM LLC,IN,SELLERSBURG,69846,2015,
DENIED,QA APPLICATION TESTER,Y,RICEFW TECHNOLOGIES INC,WI,MADISON,51626,2015,
DENIED,PROGRAMMER ANALYST,Y,"JAVEN TECHNOLOGIES, INC.",NY,NEW YORK,63086,2015,
DENIED,STRATEGIC RESEARCHER,N,UNITED STEELWORKERS,PA,PITTSBURGH,47632,2015,
DENIED,APPLICATION DEVELOPER III,Y,BLUE CROSS BLUE SHIELD OF MICHIGAN,MI,DETROIT,80163,2015,
DENIED,WEB DEVELOPER,N,CARE MEDS PHARMACEUTICAL SERVICE,NY,NEW YORK,43742.4,2015,
DENIED,QA TESTER,Y,"HIRE IT PEOPLE, LLC",IN,CARMEL,64188.8,2015,
DENIED,HEAD OF QUALITY ASSURANCE FOR CLINICAL EDUCATION PROVIDERS I,Y,"US LEARNING PARTNERS, LLC",IL,CHICAGO,56826,2015,
DENIED,QA TESTER,Y,"HIRE IT PEOPLE, LLC",IN,CARMEL,64188.8,2015,
DENIED,ASSOCIATE PSYCHOMETRICIAN,Y,AMERICAN BOARD OF INTERNAL MEDICINE,PA,PHILADELPHIA,70637,2015,
DENIED,PROGRAMMER ANALYST,Y,"CYBERBEST TECHNOLOGY, INC.",NY,NEW YORK,56826,2015,
DENIED,POSTDOCTORAL RESEARCH SCIENTIST,Y,COLUMBIA UNIVERSITY,NY,NEW YORK,42786,2015,
DENIED,MANAGING CONSULTANT,Y,IBM CORPORATION,MI,WARRREN,89918,2015,
DENIED,SYSTEMS ENGINEER,Y,IGATE TECHNOLOGIES INC.,MN,EAGAN,62712,2015,
DENIED,ASSISTANT VICE PRESIDENT,Y,DEUTSCHE BANK NEW YORK BRANCH,NY,NEW YORK,91104,2015,
DENIED,"DESIGNER, FOOTWEAR",Y,"MICHAEL KORS USA, INC.",NY,NEW YORK,61069,2015,
DENIED,CLINICAL DICTIONARY ANALYST,Y,"INTEGRATED RESOURCES, INC",PA,MALVERN,60195.2,2015,
DENIED,"STRATEGIC PLANNER, AGENCY DEVELOPMENT",Y,GOOGLE INC.,NY,NEW YORK,90792,2015,
DENIED,XA BUSINESS ANALYST,Y,"HUTCHINSON SEALING SYSTEMS, INC.",MI,AUBURN HILLS,81037,2015,
DENIED,NURSE SUPERVISOR,Y,SAINTS JOACHIM & ANNE NURSING AND REHABILITATION CENTER,NY,BROOKLYN,80163,2015,
DENIED,APPLICATION ARCHITECT,Y,IBM INDIA PRIVATE LIMITED,NY,ALBANY,63544,2015,
DENIED,ASSISTANT PROFESSOR,Y,LEHIGH UNIVERSITY,PA,BETHLEHEM,65557,2015,
DENIED,POSTDOCTORAL FELLOW,Y,NEW YORK UNIVERSITY SCHOOL OF MEDICINE,NY,NEW YORK,53997,2015,
DENIED,SENIOR CONTROLS ENGINEER,Y,CUMMINS INC.,IN,COLUMBUS,70762,2015,
DENIED,QUALITY ASSURANCE ANALYST,Y,"KAWASAKI RAIL CAR, INC.",NY,YONKERS,60237,2015,
DENIED,SYSTEMS ANALYST,Y,AR SOLUTIONS INC,MN,MINNEAPOLIS,75000,2015,
DENIED,PRODUCER,Y,DAEJA FALLAS PHOTOGRAPHY LLC,NY,BROOKLYN,50710,2015,
DENIED,BUSINESS ANALYST,Y,JPMORGAN CHASE & CO.,NY,BROOKLYN,98904,2015,
DENIED,INTERNAL CONTROLS ANALYST,Y,CUMMINS INC.,IN,INDIANAPOLIS,60174,2015,
DENIED,SENIOR MANAGING CONSULTANT,Y,IBM CORPORATION,OH,DUBLIN,65166,2015,
DENIED,INDUSTRIAL DESIGNER,Y,L&T TECHNOLOGY SERVICES LIMITED,WI,MILWAUKEE,48797,2015,
DENIED,APPLICATION DEVELOPER,Y,IBM INDIA PRIVATE LIMITED,OH,COLUMBUS,61589,2015,
DENIED,SENIOR MANAGER APPLICATION SUPPORT,Y,THE BANK OF NOVA SCOTIA,NY,NEW YORK,133723,2015,
DENIED,PROGRAMMER ANALYST,Y,"JAVEN TECHNOLOGIES, INC.",MN,EDEN PRAIRIE,83158,2015,
DENIED,SYSTEM ARCHITECT,Y,LAKSAN TECHNOLOGIES LLC,PA,BETHLEHEM,63170,2015,
DENIED,SOFTWARE DEVELOPER,Y,"SOLOMON PAGE GROUP, LLC",NY,NEW YORK,126422.4,2015,
DENIED,ASSISTANT MANAGER,Y,"TRAVEL MART OPERATIONS I, LLC",WI,LAKE DELTON,24000,2015,
DENIED,SOFTWARE ENGINEER,Y,"ESOURCE TECHNOLOGY, LLC",PA,MOON TOWNSHIP,69493,2015,
DENIED,"PRODUCT DESIGN, ENGINEER AND DEVELOPMENT COORDINATOR",Y,GREYSTONE MEDIA LLC,NY,BROOKLYN,41516.8,2015,
DENIED,VISITING CONVERTING TO ASSISTANT PROFESSOR,N,INDIANA UNIV. PURDUE UNIV. INDIANAPOLIS,IN,INDIANAPOLIS,78540.8,2015,
DENIED,SENIOR CONSULTANT,Y,IBM CORPORATION,IL,SCHAUMBURG,81245,2015,
DENIED,SOFTWARE DEVELOPER IV,Y,"EDUCATION MANAGEMENT SOLUTIONS, LLC",PA,EXTON,97406,2015,
DENIED,PROJECT MANAGER/COORDINATOR,Y,"WHITLEY MANUFACTURING CO., INC",IN,SOUTH WHITLEY,46675,2015,
DENIED,APPLICATION DEVELOPER,Y,IBM INDIA PRIVATE LIMITED,OH,COLUMBUS,61589,2015,
DENIED,ENGINEER/SCIENTIST SENIOR R&D 1,Y,UOP LLC,IL,MCCOOK,98155,2015,
DENIED,ASSOCIATE BUSINESS ANALYST,Y,IMPENDI ANALYTICS LLC,NY,NEW YORK,76960,2015,
DENIED,CHIEF TECHNOLOGY OFFICER,Y,EXSOLTEC INC.,MI,AUBURN HILLS,85946,2015,
DENIED,PROGRAMMER ANALYST,Y,SAPVIX INC,PA,DOYLESTOWN,59280,2015,
DENIED,PROJECT MANAGER,Y,WIPRO LIMITED,NY,SYRACUSE,67517,2015,
DENIED,SENIOR COMPUTER PROGRAMMER,Y,"ELECTRONIC DATA PROFESSIONAL, INC.",PA,BENSLAEM,64334,2015,
DENIED,PROJECT MANAGER/COORDINATOR,Y,"WHITLEY MANUFACTURING CO., INC",IN,SOUTH WHITLEY,46675,2015,
DENIED,LEAD ENGINEER,Y,WIPRO LIMITED,NY,SYRACUSE,60000,2015,
DENIED,SOFTWARE ENGINEER SR,Y,"FISERV AUTOMOTIVE SOLUTIONS, INC.",PA,KING OF PRUSSIA,97406,2015,
DENIED,SOFTWARE ENGINEER,Y,FISERV SOLUTIONS INC.,MI,TROY,64979,2015,
DENIED,WEB DEVELOPER,Y,MINDSTACK CONSULTING INC,MN,GOLDEN VALLEY,56514,2015,
DENIED,PROGRAMMER ANALYST,Y,"MAANTIC, INC.",NY,NEW YORK,91000,2015,
DENIED,SOFTWARE DEVELOPER APPLICATIONS,Y,EPROMPTUS INC,MI,SOUTHFIELD,88296,2015,
DENIED,CLIMATE CHANGE AND SUSTAINABLE DEVELOPMENT ADVISOR,Y,COLUMBIA UNIVERSITY,NY,NEW YORK,160430,2015,
DENIED,SYSTEMS ANALYST (TECHNOLOGY SPECIALIST),Y,EPROMPTUS INC,MI,SOUTHFIELD,52603,2015,
DENIED,"ENGINEER III, SOFTWARE DEVELOPMENT",Y,"CAPITAL IQ, INC.",NY,NEW YORK,126422,2015,
DENIED,RESEARCH PROFESSIONAL,Y,THE UNIVERSITY OF CHICAGO,IL,CHICAGO,40706,2015,
DENIED,CHIEF OPERATIONS SPECIALIST/G.M.,Y,"CHIMA MANAGEMENT, LLC",PA,PHILADELPHIA,103896,2015,
DENIED,SAS PROGRAMMER ANALYST,Y,EPROMPTUS INC,MI,SOUTHFIELD,52603,2015,
DENIED,COMPUTER PROGRAMMER,Y,NATSOFT CORPORATION,NY,QUEENS,56826,2015,
DENIED,"VICE PRESIDENT, WOMEN'S DESIGN",Y,HELMUT LANG NEW YORK LLC,NY,NEW YORK,161699,2015,
DENIED,SYSTEMS ANALYST,Y,EPROMPTUS INC,MI,SOUTHFIELD,52603,2015,
DENIED,ASSOCIATE,Y,MORGAN STANLEY & CO LLC,NY,PURCHASE,126422,2015,
DENIED,COMPUTER SYSTEMS ANALYST (HEALTHCARE).,Y,EPROMPTUS INC,MI,SOUTHFIELD,62712,2015,
DENIED,COMPUTER SYSTEMS ANALYST (HEALTHCARE).,Y,EPROMPTUS INC,MI,SOUTHFIELD,52603,2015,
DENIED,FOREIGN POLICY ASSOCIATE,Y,"BILL, HILARY AND CHELSEA CLINTON FOUNDATION",NY,NEW YORK,38979,2015,
DENIED,TECHNICAL SPECIALIST,Y,IGATE TECHNOLOGIES INC.,NY,NEW YORK,80995,2015,
DENIED,EXPORT MANAGER,Y,VICTORIA ALBI INT'L INC.,NY,NEW YORK,21341,2015,
DENIED,SUPPLY CHAIN MANAGER,Y,"CGN & ASSOCIATES, INC.",IL,ROCKDALE,81973,2015,
DENIED,SENIOR ENGINEER-DESIGN,Y,CATERPILLAR INC,IL,JOLIET,58906,2015,
DENIED,LIFE SCIENCE PRODUCT LINE DEVELOPMENT DIRECTOR,Y,BIZWIN STRATEGIES,NY,ROCHESTER,77313.6,2015,
DENIED,COMPUTER SYSTEMS ANALYST,Y,"KELLY MAXSON, INC. [DUNS#079237324]",IL,NAPERVILLE,55245,2015,
DENIED,SOFTWARE ENGINEER,Y,SUDHI INFOMATICS INC,OH,REYNOLDSBURG,62421,2015,
DENIED,BUSINESS ANALYST,Y,ELITE IT SOLUTIONS INC,IL,BLOOMINGTON,68328,2015,
DENIED,COMPUTER SYSTEMS ANALYST,Y,"KELLY MAXSON, INC. [DUNS#079237324]",IL,NAPERVILLE,55245,2015,
DENIED,SENIOR DEVELOPER-ENTERPRISE EVENTING & APPS INTEGRATION-IT,Y,"UNITED AIRLINES, INC.",IL,CHICAGO,84906,2015,
DENIED,BIZTALK DEVELOPER,Y,"BALDWIN & LYONS, INC.",IN,CARMEL,105539,2015,
DENIED,IT SOFTWARE ANALYST,Y,"CLOUDGEN, LLC",NY,NEW YORK,80995,2015,
DENIED,THERAPIST,Y,YOUTH SERVICES AGENCY,PA,JIM THORPE,35500,2015,
DENIED,TECHNICAL ARCHITECT,Y,IGATE TECHNOLOGIES INC.,NY,LONG ISLAND CITY,80995,2015,
DENIED,SENIOR SYSTEMS ENGINEER,Y,"SYMPHONY TELECA SERVICES, INC.",MI,FARMINGTON HILLS,87600,2015,
DENIED,SENIOR ETL AB INITIO DEVELOPER,Y,"RCG GLOBAL SERVICES, INC.",IL,DEERFIELD,91624,2015,
DENIED,ADVISORY SENIOR,Y,ERNST & YOUNG U.S. LLP,NY,NEW YORK,80995,2015,
DENIED,SENIOR DESIGNER,Y,"AMIEE LYNN, INC.",NY,NEW YORK,61069,2015,
DENIED,QUALITY ASSURANCE MANAGER,Y,"BUTTERFIELD FOODS, LLC",IN,NOBLESVILLE,62109,2015,
DENIED,SENIOR MANAGER OF BUSINESS INTELLIGENCE,Y,"DIRECT SUPPLY, INC.",WI,MILWAUKEE,77480,2015,
DENIED,IT SPECIALIST,Y,IBM CORPORATION,OH,DUBLIN,67371,2015,
DENIED,ASSOCIATE,Y,"A.T. KEARNEY, INC.",MI,SOUTHFIELD,110323,2015,
DENIED,ASSISTANT PROFESSOR,Y,NORTHERN ILLINOIS UNIVERSITY,IL,DEKALB,36460,2015,
DENIED,PROJECT MANAGER,Y,TISHMAN SPEYER,NY,NEW YORK,112600,2015,
DENIED,SENIOR SOFTWARE ENGINEER,Y,"DIVERGENT IDEAS, LLC",IL,CHICAGO,84906,2015,
DENIED,MEDICAL RESIDENT PGY-1,Y,STATE UNIVERSITY OF NEW YORK AT BUFFALO,NY,BUFFALO,33778,2015,
DENIED,ASSOCIATE,Y,"A.T. KEARNEY, INC.",IL,CHICAGO,131934,2015,
DENIED,FASHION MANAGEMENT ANALYST,N,DEEPA GURNANI LLC,NY,NEW YORK,57678.4,2015,
DENIED,MEDICAL RESIDENT PGY-1,Y,STATE UNIVERSITY OF NEW YORK AT BUFFALO,NY,BUFFALO,33778,2015,
DENIED,ASSISTANT PROFESSOR,Y,THE PENNSYLVANIA STATE UNIVERSITY,PA,ERIE,50250,2015,
DENIED,SENIOR SECURITY ANALYST,Y,VIACOM INTERNATIONAL INC.,NY,NEW YORK,103896,2015,
DENIED,SOFTWARE DEVELOPER,Y,"VISVERO, INC.",PA,PITTSBURGH,69493,2015,
DENIED,QA ANALYST,Y,"ZODIAC SOLUTIONS, INC. [DUNS# 96-958-5384]",PA,WEST CHESTER,75691,2015,
DENIED,REGISTERED NURSE,Y,NICHOLAS J SUCKOW,WI,DALLAS,52083.2,2015,
DENIED,JAVA DEVELOPER,Y,"ETEST IT, INC.",IL,CHICAGO,67163,2015,
DENIED,LEAD CORE COMPONENT MATERIALS ENGINEERING,Y,"JOHNSON CONTROLS, INC.",WI,MILWAUKEE,78978,2015,
DENIED,BROKER,Y,"OTCEX, LLC",NY,NEW YORK,110136,2015,
DENIED,ORACLE ADVANCE SUPPLY CHAIN FUNCTIONAL LEAD,Y,"GLOBAL APPLICATIONS SOLUTION, LLC",NY,NEW YORK,56826,2015,
DENIED,COMPUTER PROGRAMMER,Y,TRISYNC TECHNOLOGIES INC.,IN,INDIANAPOLIS,44387,2015,
DENIED,COMPUTER SYSTEMS ANALYST,Y,SEASCAPE CONSULTING LLC,WI,MADISON,47174,2015,
DENIED,TECHNICAL CONSULTANT - EDI,Y,IBM INDIA PRIVATE LIMITED,IL,WUKEGAN,61318,2015,
DENIED,ADJUNCT LECTURER,N,STATE UNIVERSITY OF NEW YORK AT BINGHAMTON,NY,BINGHAMTON,40872,2015,
DENIED,COMPUTER PROGRAMMER,Y,"SECUREAPP TECHNOLOGIES, LLC",IL,DEERFIELD,45510,2015,
DENIED,PROGRAMMER ANALYST,Y,"NESS USA, INC.",IL,SCHAUMBURG,67808,2015,
DENIED,MARKET RESEARCH ANALYST,N,OWL TOURS LLC,NY,NEW YORK,44636.8,2015,
DENIED,DIRECTOR OF BUDGET ADMINISTRATION,Y,INDIANA UNIVERSITY,IN,KOKOMO,90896,2015,
DENIED,SENIOR ASSISTANT DIRECTOR OF ADMISSIONS,Y,THE UNIVERSITY OF CHICAGO,IL,CHICAGO,57221,2015,
DENIED,SURGEON AND FACULTY MEMBER,Y,"CHILDREN'S SURGICAL ASSOCIATES, CORP AT NATIONWIDE CHILDREN'S HOSPITAL",OH,COLUMBUS,187200,2015,
DENIED,PROGRAMMER ANALYST,Y,"DELUXE FINANCIAL SERVICES, LLC",MI,PLYMOUTH,66706,2015,
DENIED,GENERAL MANAGER,Y,HUA XING ASIA MARKET INC,MI,YPSILANTI,37606,2015,
DENIED,MARKET RESEARCH ANALYST,N,OWL TOURS LLC,NY,NEW YORK,44636.8,2015,
DENIED,SYSTEMS ANALYST,Y,"MEGAN SOFT, INC.",MI,DEARBORN,66706,2015,
DENIED,ASSISTANT PROFESSOR,Y,THE OHIO STATE UNIVERSITY,OH,WOOSTER,50530,2015,
DENIED,PROGRAMMER ANALYST,Y,"MILLENNIUM SOFTWARE, INC.",PA,HARRISBURG,82888,2015,
DENIED,COMPUTER SYSTEMS ENGINEER,Y,"INFOVALUE COMPUTING, INC.",NY,ELMSFORD,48048,2015,
DENIED,MANAGING CONSULTANT,Y,IBM CORPORATION,PA,PITTSBURGH,74568,2015,
DENIED,STAFF SOFTWARE ENGINEER,Y,IBM CORPORATION,NY,YORKTOWN HEIGHTS,108763,2015,
DENIED,TRANSLATOR,Y,ADM SECURITY SERVICES LLC,NY,STATEN ISLAND,31200,2015,
DENIED,CONSULTANT/TECHNICAL LEAD,Y,"DEEGIT, INC.",IL,NORTHBROOK,67163,2015,
DENIED,IT SPECIALIST,Y,IBM INDIA PRIVATE LIMITED,NY,ALBANY,65749,2015,
DENIED,PHYSICIAN IN A POST GRADUATE TRAINING PROGRAM,Y,BRONX-LEBANON HOSPITAL CENTER,NY,BRONX,69174,2015,
DENIED,PROGRAM ANALYST,Y,THE OHIO UNIVERSITY,OH,ATHENS,82937920,2015,
DENIED,SENIOR PRODUCT DEVELOPMENT ENGINEER I,Y,"JOHNSON CONTROLS, INC.",MI,PLYMOUTH,79643,2015,
DENIED,SENIOR PROGRAMMER ANALYST,Y,"ERP ANALYSTS, INC.",IL,CHICAGO,84906,2015,
DENIED,TRANSLATOR,Y,ADM SECURITY SERVICES LLC,NY,STATEN ISLAND,18720,2015,
DENIED,SOFTWARE ENGINEER,Y,TACHYON TECHNOLOGIES LLC,MI,SALINE,56347,2015,
DENIED,SOFTWARE ENGINEER,Y,APPLEXUS TECHNOLOGIES LLC,NY,NEW YORK,91104,2015,
DENIED,BUSINESS ANALYST,Y,"QUALITY SOFTWARE SERVICES, INC.",NY,WILLIAMSVILLE,49109,2015,
DENIED,COST CONTROLLER,N,FUTURE,MI,DETROIT,57969.6,2015,
DENIED,NEONATOLOGIST,Y,"HENNEPIN HEALTHCARE SYSTEM, INC.",MN,MINNEAPOLIS,229416,2015,
DENIED,CGI MIDDLE EAST AND AFRICA ASSOCIATE,Y,"CLINTON GLOBAL INITIATIVE, INC.",NY,NEW YORK,38979,2015,
DENIED,ADVISORY CONSULTANT,Y,IBM INDIA PRIVATE LIMITED,MN,MINNEAPOLIS,71261,2015,
DENIED,PROGRAMMER ANALYST II,Y,"PPD DEVELOPMENT, LP",PA,BLUE BELL,75899,2015,
DENIED,"ANALYST, GLOBAL MARKETS",Y,"NOMURA SECURITIES INTERNATIONAL, INC.",NY,NEW YORK,66019,2015,
DENIED,PROGRAMMER ANALYST,Y,"SQL DATA SOLUTIONS, INC.,",NY,HOLBROOK,52312,2015,
DENIED,FORECASTING ANALYST,Y,BRUNSWICK CORPORATION,MI,LOWELL,41912,2015,
DENIED,REGIONAL HEAD OF NETWORK MANAGEMENT,Y,"HSBC BANK USA, N.A.",NY,NEW YORK,177403,2015,
DENIED,PROGRAMMER ANALYST,Y,MICROTURN SYSTEMS INC,MN,BLOOMINGTON,65416,2015,
DENIED,SOFTWARE ENGINEER,Y,HITACHI CONSULTING CORPORATION,PA,BETHLEHEM,51272,2015,
DENIED,SYSTEMS ANALYST,Y,"GOVERNTMENT SYSTEMS TECHNOLOGIES, INC.",NY,YONKERS,60362,2015,
DENIED,COMPUTER SYSTEMS ANALYST,Y,THINK VENTURE GROUP LLC,MI,REDMOND,68162,2015,
DENIED,MANAGER APPLICATION DEVELOPMENT,Y,"ALBRIDGE SOLUTIONS, INC.",NY,LAWRENCEVILLE,103043,2015,
DENIED,OF COUNSEL,N,"BECK & THOMAS, P.C.",PA,PITTSBURGH,67121.6,2015,
DENIED,BUSINESS ANALYST,Y,NORGATE TECHNOLOGY,OH,COLUMBUS,95721.6,2015,
DENIED,DESIGNER,Y,BRANDON THOMAS CO LTD,NY,NEW YORK,60008,2015,
DENIED,PUBLIC RELATIONS SPECIALIST,Y,LESLIE HINDMAN AUCTIONEERS,IL,CHICAGO,39853,2015,
DENIED,POSTDOCTORAL ASSOCIATE,Y,CORNELL UNIVERSITY,NY,ITHACA,37149,2015,
DENIED,"MANAGER OF STRATEGIC PROJECTS, GLOBAL RETAIL CHANNEL",Y,ELC MANAGEMENT LLC,NY,NEW YORK,108202,2015,
DENIED,CUSTOMER SERVICE CLAIMS SPECIALIST,Y,"RELIACARE ALLIANCE IPA, LLC",NY,BROOKLYN,36046.4,2015,
DENIED,PROGRAMMER ANALYST,Y,"ERP ANALYSTS, INC.",OH,DUBLIN,62421,2015,
DENIED,PROGRAMMER ANALYST,Y,"COMPU-VISION CONSULTING, INC.",NY,NEW YORK CITY,73923,2015,
DENIED,MANAGER,Y,CAPGEMINI FINANCIAL SERVICES USA INC. (LEGACY KANBAY),IL,RIVERWOODS,93205,2015,
DENIED,WEB DEVELOPER,Y,IDG TECHNETWORK,NY,NEW YORK,62254,2015,
DENIED,SENIOR ASSOCIATE,Y,"CRA INTERNATIONAL, INC.",NY,NEW YORK,107598,2015,
DENIED,VICE PRESIDENT - RISK REPORTING,Y,JPMORGAN CHASE & CO.,NY,NEW YORK,93413,2015,
DENIED,RESEARCH FELLOW,N,EVEREST EDWIN FOUNDATION,NY,BROOKLYN,46800,2015,
DENIED,PLM CONSULTANT,Y,PROLIM GLOBAL CORPORATION,MI,LIVONIA,66248,2015,
DENIED,GENERAL MANAGER,Y,HUA XING ASIA MARKET INC,MI,YPSILANTI,31158,2015,
DENIED,HYPERION DEVELOPER,Y,INTUITY TECHNOLOGIES LLC,NY,MELVILLE,81536,2015,
DENIED,PROGRAMMER ANALYST,Y,OAKSTON TECHNOLOGIES,MI,LANSING,62000,2015,
DENIED,PHYSICAL THERAPIST,Y,DIAMOND R.S. LLC,NY,ROME,61131,2015,
DENIED,INTERNAL AUDITOR,Y,MIAMI UNIVERSITY,OH,OXFORD,42224,2015,
DENIED,TAX SENIOR,Y,ERNST & YOUNG U.S. LLP,NY,NEW YORK,74110,2015,
DENIED,PEDIATRIC ANESTHESIOLOGY FELLOW,Y,"GREAT LAKES ANESTHESIOLOGY, PC",NY,BUFFALO,49858,2015,
DENIED,APPLICATION SECURITY SPECIALIST,Y,"MEDTECH STAFFING & SOLUTIONS, INC",NY,BROOKLYN,73923.2,2015,
DENIED,AUDIT SENIOR ASSOCIATE,Y,MCGLADREY LLP,PA,PHILADELPHIA,63003,2015,
DENIED,PROGRAMMER ANALYST,Y,SAPVIX INC,PA,DOYLESTOWN,59280,2015,
DENIED,SOFTWARE ENGINEER,Y,"MORNINGSTAR, INC. (A MORNINGSTAR COMPANY)",PA,HORSHAM,88300,2015,
DENIED,DESIGN ENGINEER,Y,"SANDERS PRECAST CONCRETE SYSTEMS, INC.",IN,WHITESTOWN,45000,2015,
DENIED,ASSISTANT PROFESSOR OF BIOLOGY,Y,PURDUE UNIVERSITY,IN,FORT WAYNE,48370,2015,
DENIED,SYSTEMS ANALYST II,Y,"LYNX SERVICES, LLC",PA,PITTSBURGH,59280,2015,
DENIED,REGISTERED NURSE,Y,MCINTOSH SENIOR LIVING,MN,MCINTOSH,50232,2015,
DENIED,PROGRAMMER ANALYST/BUSINESS ANALYST,Y,INFO E WEB INC,NY,SCHENECTADY,82888,2015,
